,industry,company_name,company_size,company_sales,company_url,company_img_url,company_addr
0,IT.정보통신업>네트워크.통신서비스,케이탑솔루션,중소기업,50억8천만원(2021.03.31),http://ktops.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2013/8/2l18v007Pw_kW5m2c3c29w0dvMnSn_8tvw.jpg?v=202405031519&hash=r&serviceCode=CL,강원원주시단구동831-17(단관공원길84-23)치악고등학교부근
1,IT.정보통신업>네트워크.통신서비스,소스텔,중소기업,명시되어있지않음,명시되어있지않음,명시되어있지않음,명시되어있지않음
2,IT.정보통신업>네트워크.통신서비스,프리네트시스템,중소기업,명시되어있지않음,명시되어있지않음,명시되어있지않음,명시되어있지않음
3,IT.정보통신업>네트워크.통신서비스,이엔에스네트웍,중소기업,23억7천만원(2023.12.31),명시되어있지않음,명시되어있지않음,"경기동두천시지행동지행로100현대프라자2,3층"
4,IT.정보통신업>네트워크.통신서비스,지이오정보통신,중소기업,19억1천만원(2018.12.31),http://www.geo-enc.com,명시되어있지않음,경기고양시덕양구원당로364번길38-58(원당동)1층
5,IT.정보통신업>네트워크.통신서비스,㈜두리씨앤에스,중소기업,52억3천만원(2023.12.31),명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/3/24/JK_CO_yfothIj23032410550630.jpg?v=202405031519,"광주광역시광산구임곡로425-11(고룡동),2층(고룡동,웨스트필드)"
6,IT.정보통신업>네트워크.통신서비스,에스엘홀딩스,중소기업,20억,http://www.goodion.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2019/9/2710d007Pg_4W1r2i3728g0ddMjS4_5wdg.jpg?v=202405031519&hash=r&serviceCode=CL,"인천남동구미래로32(구월동,비전타워)3층"
7,IT.정보통신업>네트워크.통신서비스,우호텔레콤,중소기업,163억5천만원(2023.12.31),명시되어있지않음,명시되어있지않음,"서울송파구송파대로167(문정동,문정역테라타워)비동614"
8,IT.정보통신업>네트워크.통신서비스,내외정보통신,중소기업,356억7천만원(2021.12.31),명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2020/7/15/2094w00bXa_7G8u7j89283928a0hwVcR1_6d1064wa.gif?v=202405031520&hash=r&serviceCode=CL,서울성동구성수이로77(성수동2가)서울숲IT벨리
9,IT.정보통신업>네트워크.통신서비스,에이스비즈테크,중소기업,28억8천만원(2017.12.31),http://www.mail.ace-biztech.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2015/12/2v7in00aRo_hKbpajmaq3j2no0gnYaIi_viom2no.jpg?v=202405031520&hash=r&serviceCode=CL,서울마포구신촌로14(동교동)황해빌딩3층
10,IT.정보통신업>네트워크.통신서비스,그레이스정보통신,중소기업,"8억9,670만원(2019.12.31)",명시되어있지않음,명시되어있지않음,경기고양시덕양구주교동1000
11,IT.정보통신업>네트워크.통신서비스,미래와사람,중소기업,명시되어있지않음,명시되어있지않음,명시되어있지않음,명시되어있지않음
12,IT.정보통신업>네트워크.통신서비스,오메카,중소기업,명시되어있지않음,http://www.omecca.co.kr,명시되어있지않음,서울영등포구여의대방로61길2
13,IT.정보통신업>네트워크.통신서비스,에프포유,중소기업,28억5천만원(2015.12.31),명시되어있지않음,명시되어있지않음,"경기성남시분당구정자일로136,302동806호"
14,IT.정보통신업>네트워크.통신서비스,라인테크놀로지,중소기업,71억5천만원(2023.12.31),http://linetech.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2017/9/2i73s00aRi_aKalmc9vj3n22i0gsYjIv_oa6j2si.jpg?v=202405031520&hash=r&serviceCode=CL,서울영등포구양평동5가106-1선유도코오롱디지털타워1212호
15,IT.정보통신업>네트워크.통신서비스,씨엔테크,중소기업,90억,명시되어있지않음,명시되어있지않음,경기군포시당정동522SK벤티움103-903
16,IT.정보통신업>네트워크.통신서비스,태림네트웍스,중소기업,11억,http://taelimnet.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2007/4/2z5as009Dw_gGtvca2i3j2vw0fsFcOa_dnsssw.gif?v=202405031520&hash=r&serviceCode=CL,인천남동구만수동903-22층
17,IT.정보통신업>네트워크.통신서비스,엔서브,중소기업,20억6천만,http://www.nserv.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2016/11/2x5ad009Df_qGfjca2u3a2ff0fdFcOp_cxyldf.jpg?v=202405031520&hash=r&serviceCode=CL,"경기수원시영통구영통로237(신동,에이스하이엔드타워영통)1016호"
18,IT.정보통신업>네트워크.통신서비스,원비즈시스템,중소기업,120억,http://onebizsystem.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2007/10/2f1ng007Pj_aWbw2d3r29j0dgMmSd_8igj.JPG?v=202405031520&hash=r&serviceCode=CL,서울서대문구충정로3가189번지신원빌딩4층
19,IT.정보통신업>네트워크.통신서비스,에스엠네트웍스,중소기업,679억4백만원(2023.12.31),명시되어있지않음,명시되어있지않음,"경남김해시김해대로2324번길48-23,1동301호(봉황동,미우플라자)"
20,IT.정보통신업>네트워크.통신서비스,엠앤제이,중소기업,36억9천만원(2020.12.31),명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2015/5/2939o008Rp_4X5t0463028p0eoY3U8_8r2op.jpg?v=202405031520&hash=r&serviceCode=CL,경남김해시어방동1098-5
21,IT.정보통신업>네트워크.통신서비스,㈜가람포스텍,중소기업,38억9천만,http://garampos.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/4/16/2455m009Dx_qG1w6g2i3823x0fmFxOa_8g3lmx.jpg?v=202405031520&hash=r&serviceCode=CL,경기광명시일직로43(일직동)GIDC타워C동1707호
22,IT.정보통신업>네트워크.통신서비스,보나넷,중소기업,"4억9,299만원(2020.12.31)",http://www.mybonanet.net,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2020/12/10/2a59e009Dx_wGch4j2j3v25x0feFdOd_sg6nex.jpg?v=202405031520&hash=r&serviceCode=CL,서울금천구가산동345-33에이스하이엔드타워7차1101호
23,IT.정보통신업>네트워크.통신서비스,씨티정보통신,중소기업,35억,http://www.ctinfo.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2013/2/2318v007Ps_6W5m2a3825s0dvMzS5_9vvs.jpg?v=202405031520&hash=r&serviceCode=CL,전북전주시완산구서신동40-90성진빌딩3층
24,IT.정보통신업>네트워크.통신서비스,아이컴글로벌,중소기업,15억8백만원(2021.12.31),http://www.icomglobal.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2016/10/2h9my006Xm_pG2va2q26m0cyVvRj_2ym.jpg?v=202405031520&hash=r&serviceCode=CL,서울금천구가산동691대륭테크노타운20차803호~804호
25,IT.정보통신업>네트워크.통신서비스,에이치케이전기통신,중소기업,15억9천만원(2023.12.31),명시되어있지않음,명시되어있지않음,경기군포시군포로697번길5(금정동)1층
26,IT.정보통신업>네트워크.통신서비스,㈜투엘케이,중소기업,"3억4,584만원(2023.12.31)",명시되어있지않음,명시되어있지않음,"경기용인시기흥구죽전로29(보정동,포레스트프라자)640-2호"
27,IT.정보통신업>네트워크.통신서비스,리더스디앤씨,중소기업,"9억8,726만원(2020.12.31)",명시되어있지않음,명시되어있지않음,서울용산구새창로45길11
28,IT.정보통신업>네트워크.통신서비스,다원정보,중소기업,12억5천만원(2018.12.31),명시되어있지않음,명시되어있지않음,광주북구첨단중앙로182번길147
29,IT.정보통신업>네트워크.통신서비스,피데스코리아,중소기업,"8억4,565만원(2017.12.31)",명시되어있지않음,명시되어있지않음,충남천안시서북구쌍용동760태양공인201호
30,IT.정보통신업>네트워크.통신서비스,씨온드림,중소기업,52억6천만,http://www.c-ondream.com,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/2/23/JK_CO_3C3wO1y23022316543274.jpg?v=202405031520,"경기성남시분당구성남대로343번길12-8(정자동,미주프라자)4층"
31,IT.정보통신업>네트워크.통신서비스,비엠네트워크,중소기업,85억원,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2014/3/2k7yh00aRz_aKwmlc9vz3o22z0ghYjIv_gwfj2hz.gif?v=202405031520&hash=r&serviceCode=CL,충남천안시동남구청당동43-5번지태경빌딩302호
32,IT.정보통신업>네트워크.통신서비스,인피닉스,중소기업,17억6천만원(2018.12.31),http://www.infinix.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2014/8/19/2595a00bXc_aGad3f3j2c3826c0haVgRc_ej6d2dac.jpg?v=202405031520&hash=r&serviceCode=CL,"충남천안시동남구신촌4로42(신방동,신방현대프라자)4층413호"
33,IT.정보통신업>네트워크.통신서비스,원텔레콤,중소기업,242억3천만원(2022.12.31),명시되어있지않음,명시되어있지않음,부산북구덕천동381-4동해빌딩6층
34,IT.정보통신업>네트워크.통신서비스,천안케이블네트웍,중소기업,25억9천만원(2015.12.31),명시되어있지않음,명시되어있지않음,"충남천안시동남구중앙로128,2층"
35,IT.정보통신업>네트워크.통신서비스,대형웍스지와이티,중소기업,명시되어있지않음,명시되어있지않음,명시되어있지않음,경남김해시내동1071-1번지김해법조타운A209
36,IT.정보통신업>네트워크.통신서비스,아이비엔넷정보통신,중소기업,10억,명시되어있지않음,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/11/01/2813d007Pj_5W6r2v3328j0ddMsS6_5idj.png?v=202405031521&hash=r&serviceCode=CL,"서울은평구증산로23길13(신사동,예동빌딩)2층"
37,IT.정보통신업>네트워크.통신서비스,에이씨티에스,중소기업,"8억4,876만원(2022.12.31)",http://samsungb2b.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2021/11/04/2534q008Rs_cX8w4sf3926s0eqYkU9_3u2qs.jpg?v=202405031521&hash=r&serviceCode=CL,"부산해운대구좌동순환로433번길30-1(중동,해운대힐스테이트위브)판매동229호"
38,IT.정보통신업>네트워크.통신서비스,유알정보기술,중소기업,106억5백만원(2023.12.31),http://urit.co.kr,https//imgs.jobkorea.co.kr/img1/_whitebg/200X80/Co_Logo/Logo/2023/12/28/JK_CO_ITF21kO23122813592781.jpg?v=202405031521,대구동구송라로58(신천동)대륙빌딩4층
