,company_name,company_id,review_text
0,동국제약(주),4549,"당연히, 셔틀버스가 좋은 것 같습니다. 밥도 맛있고 많은 업뮤를 배운다. 그래서 추천"
1,동국제약(주),4549,"계속 성장하려고 이것저것 함 (쫌귀찮) 부서마다 다르겠지만 어느정도 칼퇴근보장 복지 : (언뜻 많아보이는) 초봉, 단체연차, 여름휴가제도"
2,동국제약(주),4549,연차 눈치 안보며 쓸수 있음 자율성과 권리를 같이 주는 곳 연차와 경력이 크게 구애받지 않는 곳
3,동국제약(주),4549,나쁘지 않은 연봉 누구나 들으면 알만한 제품들이 많이 있어서 영업하기 나쁘지 않습니다
4,동국제약(주),4549,"팀장들이 책임감 가지고 이끌어 주는 편, 시간도 철저히 지키고 사람들이 대체적으로 모나거나 텃세가 심하거나 그러지 않았음"
5,동국제약(주),4549,팀바팀이지만 연차 눈치없이 쓸수있고 업무강도 낮은편 임직원가로 제품 구매정도?
6,동국제약(주),4549,급여가 중상위권이라 생각함. 동국제약에서 일하면 지역에서 알아주는 느낌있음
7,동국제약(주),4549,글쌔 일비가 조그 괜차노앗던점? 그리고 누구나 말하면 아는 회사
8,동국제약(주),4549,많은 업무를 경험해볼 수 있고 역량은 확실히 오르는것같다.
9,동국제약(주),4549,"초봉이 높은편이라 좋음, 전 직장보다 덜빡세서 좋은것 같습니다."
10,동국제약(주),4549,월급 일자는 지키고 때되면 승급됨. 본사 지하에 매점 있음.
11,동국제약(주),4549,많은 업무를 경험 할 수 있고 중견회사라는 타이틀이 장점이라면 장점
12,동국제약(주),4549,연봉이 그래도 그렇게 낮지도 않고 평타치고 사람들이 좋음
13,동국제약(주),4549,사옥은 청담역에서 제일 좋아보입니다. 꾸준한 매출 성장과 여성이 다니기에는 좋은 복지 시스템
14,동국제약(주),4549,여러가지 업무를 담당함으로써 기본적인 능력과 지식을 배우기에 좋다. 열심히 하면 더욱 난이도 있는 업무를 맡음으로써 성장하기 좋다.
15,동국제약(주),4549,사람들은 좋았고 네임벨류가 있어 영업 환경은 괜찮다. 장점은 딱히 없네요
16,동국제약(주),4549,식당 맛있고 워라벨 좋고 사람들 친절하고 통근버스가 있다
17,동국제약(주),4549,급여수준도 충분히 좋은 기대치와 성과금을 지급을 해줍니다
18,동국제약(주),4549,"30자 이상을 채우기가 어렵네요. 매주 빵 두번 주는거 말고 없음. 이거도 목,금에 줘서 버려질때가 많음."
19,동국제약(주),4549,부바부 지만 전체적으로 빡세진 않은 분위기라서 다른사람들과 어울리기는 좋았음
20,동국제약(주),4549,안정적인 성장 추구 (다른 회사들처럼 목표가 무자비하지 않다)
21,동국제약(주),4549,청담역에서 도보 5분이고 구내식당이있어서 추울때 편해요
22,동국제약(주),4549,현금이 많아서 빚이 많이 없는게 나름 장점이고 실사도 많음
23,동국제약(주),4549,사람들이 유동적이고 상품이 좋아서 만족하고 다닐수있는 편입니다
24,동국제약(주),4549,이름있는 기업이란 점이 다니면서 자부심을 가질 수 있음
25,동국제약(주),4549,월급이 밀리지 않고 제품 경쟁력이 있어서 탄탄하다 생각함
26,동국제약(주),4549,1. 명절에 떡값이랑 기숙사까지 통근버스 운영 2. 생일 때 케이크 줌 3. 본인이 배울 의지가 많다면 모든 업무를 다 가져갈 수 있고 그만큼 성장할 수 있겠죠?
27,동국제약(주),4549,열심히 일한다. 본인의 의지가 있으면 발전 가능성 있음
28,동국제약(주),4549,급여부분이 아주 만족스럽습니다 또한 오래된 회사이다보니 많은 업무를 배울수있는 곳입니다
29,동국제약(주),4549,일단 사람들이 좋아서 함께 근무하는 환경이 즐겁게 일할수잇음
30,동국제약(주),4549,기본 10년 이상의 장기근속으로 인한 심리적 안정감이 드는곳
31,동국제약(주),4549,1. 월급이 밀리지 않는다. 2. 마케팅에 엄청난 돈을 투자한다. 3. 사무직기준 본사 청담역에서 걸어서 3분 거리 4. 다양한 사업군에 도전하여 성과를 내고 있다
32,동국제약(주),4549,"회사 위치가 청담역 5분 거리 이내이고, 버스도 많아 출퇴근은 용이합니다."
33,동국제약(주),4549,지속성장하는 기업. 사업 다각화를통한 토털헬스커어 지향
34,동국제약(주),4549,신 인사제도 전 입사자의 경우 급여 수준이 나쁘지 않았으나 유일한 장점인 이것도 사라졌음..
